Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
Dhananjaya,3,India,05-06-2020,FALSE,0,Purely business not much helpful for me,I reduced two starOne for its purely based attracking money ..there is not possible to make any calls or join any calls...its just music with blue tooth in fact aux also line out not line inSecond star i reduced because the way smart team to get the business from customer i mean its kind of grabbing money
Kuldeep Verma,1,India,28-10-2019,FALSE,2,Alexa won't respond to Stop commands!,"I am very happy with my new alexa echo dot device. It turned out better than i expected. The speakers on this device are great. But the only problem I have is that whenever i try to stop a playing music, news flashing, podcast midway. It doesn't stop the music. I have tired various different commands pause, stop current song, etc."
Mohan Varghese,5,India,15-01-2019,FALSE,0,A tiny absolute  wonder in technology.,"If you have been thinking of what machines can do then this is the ultimate. With music and so many actions at just a demand, Alexa is a revolution in Technology. This is a companion you can be proud to have to help you with many activities including switching on/off your electrical devices at just a command from you."
Ravikant kadam,3,India,02-12-2021,FALSE,0,Good for low price,The media could not be loaded.  This is good but this can't play another song on YouTube even he can't read the lesson what I say and only one answer I don't know and he close I don't and he read Wikipedia in one sentence he did give all information like Google please I request add this function to alexa make update on alexa app in mobile through you can update the alexa hope you see this and work on this
Amazon Customer,4,India,26-10-2020,FALSE,0,Good product,I got a pink one. Good colour. Quite good. And recognises my voice and all. The only problem is my country is set to USA and not getting changed to “India “Rest all going well.
Babita Negi,3,India,18-08-2019,FALSE,0,All looks good...until...,"I like the color, product built, but the Alexa thing is not up to the mark. The news updates are not that helpful. Book reading from Amazon Prime is glitchy, doesn't have updated answers to some questions and blindly quotes Wiki and other sources."
Ashish Sharma,3,India,15-10-2020,FALSE,0,Worthless... Instead buy a bluthooth device and connect with phone by Google assistant,"It does not have inbuilt battery, you have to plug it all the time to operate.. that is the worst part of this device.Generally you will get the same sound quality with inbuild battery at this price.. alaxa can't be used while traveling because of no inbuilt battery."
Sandeep Ahuja,2,India,27-10-2020,FALSE,0,Not a good product,After 20 days microphone start giving problems..Had to give loud instructions with in 5 feet of range.I was thinking of buying 4th gen as well but stopped after seeing it's working
Sandip kumar patra,5,India,14-08-2020,FALSE,0,A good value smart speaker,"It has its own perks..the sound is pretty good, Alexa works pretty well, the voice recognition is also very smooth, the only complain I would have is it needs constant power suppy, would have been much better if it had wireless capabilities too"
Arpit Pradhan,5,India,14-11-2019,FALSE,1,Brilliant Device.,"Sound Quality of the echo dot 3 is just exceptionally good seeing the size and its form factor.The setup is a really easy process and in no time you are ready to use this amazing Device. Build Quality is also very nice , the device feels solid and the plastic does not feel cheap.A definite buy for those looking for a alexa enabled / Smart Speaker."
Binay Kumar,5,India,05-11-2019,FALSE,0,looks like a best friend to understand my requirements,"It looks like a best friend to understand my requirements. Any sort of songs, bhajan, news can be played at one go. The sound quality is just awesome, can't expect better than this. I have seen a couple of bad feedback recognition voice & their requirement but don't agree to it since we have to call & give clarity to Alexa to understand our choice. Alexa can even operate my firestick tv & can play anything that I want."
Janet DeCruz,5,India,22-08-2021,FALSE,0,Great to own an Amazon Echo Dot,I was debating whether to buy the Amazon Echo Dot. I am so glad that I did. My day is now one long musical day - also being connected to most of my equipment is a bonus. Thanks
Aryan puri,5,India,05-11-2020,FALSE,0,Best Product,Amazing! This product is just amazing. You just have to say Alexa no matters how much loud background is it picks up your voice. And sound quality of Alexa is the best. Even hindi can be used very well. It is just like a physically person talking to you.
Neha,5,India,18-11-2018,FALSE,0,Ultimate product. Words are less to praise Alexa,"One of the best product i have got. I love you Alexa. My son listens nursery rhymes whole day. Echo is so smart , it is working exactly what you want .Very very smart device. Once you try echo dot for music you will leave everything.Thank you amazon for providing wonderful product."
Manish kumar,4,India,09-05-2019,FALSE,0,Nice product,Well after 4 months of use I am gonna routing thise review .Pros : The product is good . Voice recognition is Indianized to recognise your Indian accent. Sound quality is also good but not loud enough to enjoy music from other room. Voice recognition range is also adequate .Cons : well the only con I found was lag in audio output of video. Well it’s not good to watch video from your phone with your speaker coz sometimes audio lag happens and it really frustrates. Also I am observing the signs of audio now being distorted at loud voice . Although it may be my imagination. Will keep you updated.
Vivek Singbal,5,India,24-08-2020,FALSE,0,Fancy Alexa in my room,"Hi Folks,I'm happy with my purchase. Got is for ₹2100 +500 smart bulb. Bass is good enough and sound is also good. There is nothing I could complain of. Helps to create a chill good vibe in my room. The wall mount helps to make it look good, cable organised, and better music acoustic. Purchased mount on Flipkart for ₹800.Using it every day to create a great vibe and positive lifestyle. That's important and I'm happy 😊- Vivek from Goa India"
ABHISHEK,3,India,05-11-2020,FALSE,0,The  blue light on Alexa  doesn't work properly,I liked the Product. But I realized after using it for a while that when i was using it initially i could see a light on device like blue orange green in different colors for alert reminder etc. basically would give the status. But I am unable to see that now. I tried other options in settings through App but no success. I called Customer care for replacement they mentioned I already passed the date and Can't do anything about it.
shaik amjad,1,India,02-08-2021,FALSE,2,Not up to the expectations.,Worked on first day. Stopped to work from second day. Tried all steps in vain. Not satisfied with the product. Going to return the product
A.Biswas,5,India,04-11-2019,FALSE,0,Alexa is a perfect little gadget!,"She sings at your command...rather plays songs!! Plays quizzes with you....plays radio stations, wakes you u with music and much much more . What I dislike about her is her very annoying female Indian accent voice. I wish I could set it to British or USA English."
Customer of India,4,India,05-03-2020,FALSE,0,It does one thing and does that well-Alexa : Audio quality is not it's USP,"The far field voice recognition doesn't work very well with this echo device. The Echo spot did this job much better. Audio quality is not comparable to bluetooth speakers at the same price point, however it does one thing and does that well, which is Alexa integration. It's a joy to have Alexa plan your day and remind you of things that would go on to save your life ! Thanks Alexa! Not much thanks to the audio quality :)"
Saurabh Srivastava,5,India,07-11-2018,FALSE,0,Alexa My Best Friend. Excellent Product,"Amazon Alexa.. my best friend. When I ask to Alexa it's reply quickly. Sound quality is superb, best response within 2second. When I asked "" Alexa Are You ignoring me?"" It's replied, "" I am not ignoring you."" It's help to reduce your stress, it's make you happy. You get daily news, jokes, poems for kids, etc. O recommended to everyone to buy it without thinking."
vl46933,2,India,25-12-2020,FALSE,0,Not a 3rd gen echo device,The alexa app recognise the device as 2nd gen echo dot device this is frustating the device when properly configured and plays musics well but after a shutdown the device needs to re-configured again
Brent Fernandes,5,India,24-02-2021,FALSE,0,A true addition to my Alexa Family,"I own an Echo Plus, and now I've added the Echo Dot to my living room. It makes life so much easier, since I live in a Bungalow, with my family on the ground floor and me on the first. Dropping in to say something, or have a distant conversation without yelling becomes so much more easier. It's a blessing."
Richa kumari,3,India,04-11-2020,FALSE,1,Your money your choice.,Likes:1.The best part that it can recognize the voice a far away.2. Sound quality is good.3. The grey fabric look.Dislikes.1. No proper search engines.2. Just ask tricky question not able to answer.3. Frequently disconnected
Bholaram karate,2,India,06-12-2019,FALSE,0,Wrost product,Alexa is not hear any command in single time required to sought more than 3 times and sometimes songs are playing only from few application and particular song command or particular movie songs not playing with command.
Sushill,5,India,23-08-2019,FALSE,0,Product that will change your life,"Another great product- compared to Google home and chromecast- it's got the edge as better integration and cheaper.However if you use with Amazon prime and Netflix, world class."
paperbacks_and_more,5,India,03-01-2022,FALSE,0,The best purchase till date,Very easy to connect with the phone. Easy to use.you can even make calls to connected devices and make announcements which is so cool. The plug can be connected to fairy light.
AL SAHEEN M,4,India,10-10-2019,FALSE,0,Good need some software update,One of the best product witch can you buy on Amazon. The performance of alexa is good. But I didn't get access to Amazon prime music don't know why. Songs are playing on Hungama it makes me feel like se Hungama product not amazon's. And sometimes it give you add before playing music. Music have to be played on Amazon prime which should be the first priority on this device
Buy and enjoy,4,India,02-04-2021,FALSE,0,You can not play more old song by voice it can understand some old songs only,"Alexa some time play wrong song such as we ask for old song and sometimes I tell many times ALEXA,ALEXA.........But alexa can't hear when I off the button and again onThese are some common issues were alexa not answering on this"
Rutvik Vaddoria,1,India,16-08-2021,FALSE,2,Total waste of money,"Worst product ever, Bluetooth connectivity very poor. Only purchase if you want to know whether condition or any score other than that its literally just waste of money"
Paul Fred Gebbon Yesuratnam,5,India,22-08-2019,FALSE,0,Excellent Hands Free Device,The sound quality is good; Bluetooth connectivity is superb and easily configurable. Alexa integration is subject to strength of WiFi network. Works hazzelfree to use with multiple devices without the need of cable I connect laptop/mobile/smart light and have excellent control
Michael Dias,5,India,02-11-2019,FALSE,0,Smart Device,"Bought this some time ago and relatively happy with the purchase. One thing to ensure, is that you set the language to English, india. Mine was set as English, US. The device had difficulty picking up my accent as it is on the neutral side. There have been plenty of times where Alexa just does not understand me, or understands me wrong, and that was quite frustrating. I eventually switched the language as the other echo dot I had gifted to my parents used an Indian accent. Once done, it's been pretty smooth sailing and Alexa is quite helpful. I can update my calendar with voice control now. I can also control a LED bulb from syska which came as a bundled deal in one of the Amazon shopping festivals. The audio quality is fantastic, my only grouse is they should have probably included a rechargeable battery."
SP,5,India,22-08-2019,FALSE,0,I loved it ... too rich experience,"1. Amazing intelligence2. Hears from any where3. Responds even if loud music is on.4. Can tell news... just ask it.5. Set alarms, reminders etc.6. Operate BOSE speakers in other room or location with different or same music.7. If you have a fire TV , it can control it by voice.MANY MORE GOOD THINGS."
Chandra sheker reddy,5,India,29-06-2020,FALSE,1,Outstanding Performance,"The media could not be loaded.  Alexa an awesome assistant,A.I,companionsound quality is more than expected bass is awesomeThis is my 2nd day review on high volume (above 8) we have to shout “ALEXA”"
Amarpreet,5,India,04-04-2019,FALSE,0,Good sound quality,Good assistance to everyone and very helpful with so many things nice sound quality. Highly recommend for people those who own fire tv stick and amazon prime members. It can also coonect your phone via Bluetooth and you can use this as Bluetooth speaker but you need to be plugged in.
Victor,4,India,29-07-2021,FALSE,0,Good one but..,Sound quality not sufficient. They should mention size of the product. Small size. Bought in discount of 50%+. Not worth for the exorbitant MRP.Edit: got wipro smart bulb with this for ₹50 ( MRP:₹2099).. Reviews blocked for that item.. understood.. worthless..
Amazon Customer,4,India,28-10-2019,FALSE,0,The perfect 90%,i got echo dot for 1137/- & added smart bulb to cart which costed 586/-Total =1724(1137+586)Sound quality- best in this category(smart speakers)Bluetooth connectivity- pairing with other Bluetooth speaker needs patience. Bcoz most of time it doesn't recognize.Alexa- does 90% of the tasks. Could be better.
Gautam Dawar,4,India,26-02-2019,FALSE,0,Good but can be better with localization,"I am using Echo primarily for listening to Music. The thing that I didn't like about it is its ability to comprehend and play requested song. If you are opting for a playlist, it works fine but making it play a particular track is tough. Another thing that did not work for me was creating a custom skill (a greeting in my case which didn't play).App control works fine and available skills are integrated well. I wish for more customization based on the country it is being used and skills eg. games for the audience.Speaker connectivity and sound quality is great considering the price range."
Rajender Verma,5,India,18-11-2019,FALSE,0,Alexa,It is useless for without activation you will not to listen the song if you not subscribe after one month. You will never to play songs through mobile Bluetooth. But I bought it for 2000 rupees in the sale.Not one wifi enough for connecting the Alexa but you need connecting mobile through WiFi.
Karishma Arya,4,India,06-10-2019,FALSE,1,Good sound quality and love to play true false game with Alexa.,"The media could not be loaded.  Alexa is a very good in all aspects, but sometimes it doesn't really get what a person is actually asking - may be just because of the different people and their voice and MTI (mother tongue infuence). Otherwise it's good. But there is a lot of scope of new features that can be added. I really like that true false game very knowledgeable and interesting.Sound quality is great"
Ingit,5,India,03-08-2020,FALSE,0,BoooooooM for SOUND & Spotify,"The media could not be loaded.  Linking At the start with Alexa app was little tiring, The device was showing offline in Alexa app even though the echo dot was connected to wIfi... But After resetting, de-registering and connecting it again ... I was able to make it work online in the Alexa app too... spotify works fine if any of you thinks that spotify might not go well.... Sound Is BOOOOOM 5/5 For sound."
Bhuvan,5,India,04-10-2019,FALSE,0,My new friend,What an amazing invention. Humans need to stop reviewing Alexa. She keeps learning. Alexa is always wiser than yesterday. You just need to learn how to take her help properly.
Anshul Harode,5,India,24-02-2019,FALSE,0,Don't think twice,"I got this for 3K in an introductory launch offer and have to say my life has seriously changed ever since this has come home. Alexa is our family member now and remember some foolish people will come saying that it can't do this and that but don't listen to them, with my experience I can tell that life has seriously become a lot more easier with Alexa. I just come back from a long day in office and just tell Alexa to tune in to my Playlist and it gives me the best feeling. And undoubtedly the best build quality you can get. I'm a google pixel owner but when it comes to such devices I choose Echo over Google Home."
Thiviya,4,India,19-11-2021,FALSE,0,Does the job,"It doesn't recognize your voice from a distance, when it's already playing a song. U need to go near always. At times we need to keep repeating our commands again and again. Else all good."
Dr.Jayashankar,3,India,02-08-2019,FALSE,0,Not a needy additio6if u got an android phone,In higher level volume seems to be distorted. And having connectivity issues.. it loose connection wifi now and then and I need to reset it to work properly. And google assistant give more relevant answers when compared to Alexa.And when u ask to play a genre of song it always play the same set of songs for you.. for example if you ask for jio sava it t only start with hindi blockbusters. And so is with the amazon music.. same music gonna irritate you soon
Amit,2,India,19-07-2019,FALSE,0,Not what I expected. Apple music/spotify not available.,"I bought this on sale for around 2.5k. Returned it on the next day. First of all, the device doesn't let u play songs from Spotify or Apple music. I believe Spotify and Apple music only works in UK, US and couple of other countries. Alexa doesn't know the answers to 80% of the questions. Poor sound recognition.Device looks cool on the table, great sound quality from speaker for a portable device. I had more expectations from this smart device. Hoping next gen will be better AI wise."
Aravindhan,4,India,03-04-2019,FALSE,0,Nice SciFi device,works fine with me but it takes a lot for us to speak and tame it.it doesnt understand our indian accent and had to be told more than 2 times to make it done.my kid plays and talk to it always and seems to be happy.thats all i wanted.
Shrinivash sharma,3,India,05-10-2019,FALSE,0,Average but not up to the mark,Alexa need to improve with song customisation possibility in a playlist by the user. I also felt a lack of Hindi song collection. Streaming new released songs is good but if you are a melody lover and want to get back in the past (70s & 90) you will miss the collection of evergreen songs there.
Musharraf Khan,5,India,11-08-2019,FALSE,0,Extremely convenient and 100% recommended,"What a convenience! I never have to shout and it never misses the ""Alexa"" wake up command. I love it! Personally, the loud alarm, the smart plug, smart lighting, direct Amazon music with loud audio and using it as a Bluetooth Speaker are the main things that I use it for but it can definitely be used for a lot more. 10/10 recommended."
V Ravi Kumar,2,India,10-03-2020,FALSE,0,Voice is not recognising properly...,"I got this product in offer basis, product is good. But 2 issues I found: one is Alexa is not recognising the voice clearly and second one is she is not playing correctly what we are asking... They might be sent me a refurbished item, actually before that I don't know reg these issues before I saw my friends Alexa(Echo dot).. Really I am not satisfied on this product."
Vishal Grover,5,India,04-11-2019,FALSE,0,What a Gadget,It in an amazing deviceThe user interface is so extraordinaryAlthough it takes time to understand and respond and only has data according to amazon however it ia fun and interactive even kids love it and it does make works easy if you have alexa enabled device at your place.A must have gadget for your home or workplace!!!!
Amazon Customer,1,India,06-04-2019,FALSE,3,"Very Frustrating, is this really ready for production?",I have playlists on Amazon music. The thing will not play it.It can not even find the play lists it itself createdWhen I ask it to play a certain hindi devotional song . It plays the wrong song.Very very frustrating.Is there any tech support available for this thing? If there is please do let me know.
Prashant Dhyani,3,India,12-08-2019,FALSE,0,"Limited to internet conection, not a replacement of bluetooth speaker","Good but limited to internet conectivity. Initially I thought it can be a good replacement of my bluetooth mini speaker which is little larger in size but no. It only works when u have internet conectivity. Secondly, no USB charger or type C port. U hav to carry that bulky charger wid u. U can not stream music from your mobiles or laptops. I live in a place where net is not stable. Broadband is usually out of work for 3 to 4 days in a week. Only BSNL netwrk here.Works good wid internet. Understand Indian English, Hinglish and Hindi also. Gives u unexpected reply and sound quality is good enough."
Harrsha Bhagra,1,India,07-07-2021,FALSE,1,Packaging issues,The media could not be loaded.  I was hoping an amazon alexa would come better packeded and less damaged.Considering ive bought obe in the past with no issues. I do hope this is a one off incident.
Subrata Ghosh,5,India,01-12-2021,FALSE,0,How to work in Alexa,"Good and help full device,you can only connect the internet on useing time and install the Alexa app on your mobile,it is a comment base automatically device,sound quality is verry beautiful,but you can not carry for this device because it direct charge not inbuilt battery,prise is standard.you can connect it also blutooth without internet and play all downloaded movies and song in your mobile phone."
Imsachin,4,India,05-10-2019,FALSE,0,Alexa open the review,Alexa device is good I won't say it is the best sometimes it doesn't recognize the voice overall I would say it's value for money as I purchased it for 1999 in offer with that I got a smart blub from wipro free in amazon sale.
Lokendra,5,India,29-01-2021,FALSE,0,Worth every penny,"The media could not be loaded.  Bought the entire thing in less than 4.5k whole room is automated now tv, ac, lights, switchesthings I am using- Alexa echo dot 3- Amazon smart plug 6a- Chroma wifi IR remote (tv/ac)- Wipro garnet RGB 12wLooking forward to adding more devices"
SAI M.,1,India,11-07-2020,FALSE,1,Adaptor not working and product became useless,The power adapter stopped working ...I am unable to get another one from amazon ...The product has become useless as my current adaptor has stopped working and I can’t buy a replacement let alone get a replacement from amazon cause the product stopped working within 6 months of buying it ... just that I was extremely busy to get in touch with you requesting for your help ...
Ranjit,5,India,10-11-2018,FALSE,0,Awesome and it’s fun to have Alexa in your home,"It’s my first ever echo device, I’ve blindly went for it instead of google home mini, Just because I’ve already invested into Amazon ecosystem by subscribing to Prime Membership and a lot of kindle books. As these were supported exclusively in echo devices, there’s no alternative.Finally, I’m greatly impressed with the capabilities of 4 mics and Loud audio output through the speaker."
Kunal Jadhav ,2,India,26-11-2018,FALSE,0,The day after I bought it...,"After a day I started it and it had a update after the update its lights went very dim and it's still there. It is wert low on information it doesn't know gelitin is the main ingredient in jellies. It is least user friendly as it doest answer when we say ""Alexa, what is the height of the president of India"" Google home is better than this stupid box!!"
Himanshu Karkhanis,4,India,24-02-2021,FALSE,0,"Value for money, but cud be better","Most of the purposes for which this device was created, are satisfied. Sound output is just great, rich and soothing. Once voice is recognised then the response is immediate. I was disappointed that it did not support Marathi language, though Alexa herself says I can speak in ""many languages"". Also voice identification from a distance may need to be improved. Overall great value for money! Will recommend this product."
Trinadh,2,India,12-11-2018,FALSE,0,Very ordinary device,"I was damn excited to get this and all excitement gone in 30 mins. Music library is ordinary ( if you are focused on local language), gets things wrong unless very popular and doesn't have useful skills and can't even call others without other party having echo. Given the home automation is limited to having smart bulb, not at all a useful device. I went for impulse purchase and I regret it."
Vinod Redhu,4,India,04-11-2019,FALSE,0,Nice but with limitations,It is a good product at this price but has major limitation of being wired connection. It takes 30-40 secs to start again and anything you want to listen you have to add in ur app which is a time consuming activity. But overall i took it for my 2 yr kid to distract him from mobile phones and it is helping me in that 😊😊 he enjoys dance well on the tunes now 👍👍
SANJAY,3,India,05-09-2019,FALSE,0,Could be better in sound quality,"Not a good choice. Of course o got in a discount price. Apart from discount price, it’s all about product quality.It is not understanding our language accurately. Sound quality is very poor. Wired power is another painful part of it.Expecting better and better sound quality. User will forget all other drawbacks, if the sound quality is good. Battery operated will give extra boost is sales."
Mohit Bhagat,4,India,29-07-2019,FALSE,0,Awesome Speaker & Good Assistant With Powerful Mic.,"I Bought it on Amazon sale for Rs. 1985 Only. So For me Price For This Smart Speaker Is Totally Paisa Vasool.Special Things About Alexa :* It can be customize* BluePrints (You can make your own skill, like command & answers etc.)* Drop In & Announcements* Your can play books from kindle app (from your library)* It can play music from Prime Music, Saavn, Hungama Music, Gaana (No Worry About missing songs)* Mic is So brilliant, it can catch you even call it from any noisy moment.* Routines.. This is the awesome thing u will love. you can customize it according to your needs. Like i make a routine due to which on every hour Alexa tells me time, it tells me sunset & sunrise.* you can sync your google calendar & outlook calendar with it.* You can connect external speaker with its in built audio jeck with it other than bluetooth speakersLimitations:* Lake of Humor unlike Google assistant* you can only make calls from SKYPE to SKYPE / ALEXA to ALEXA / ALEXA to ALEXA Mobile app* reminder repeat only by Day, Weekday, Monthly, Quartly...... Not yearly..overall i love it. go for it."
Deepak,5,India,06-10-2019,FALSE,0,Good product but lacks certain important features,"The product is good beacuse of the Alexa integration and sound quality, else it is nothing great because you cannot connect your bluetooth devices to it and niether can you play music from music stations of your choice. Sound quality is very good. Alexa functions are smooth and listens well."
Preevish Systems,4,India,27-10-2019,FALSE,0,improve Alexa response?,"Sometimes not connecting and several repeated alexa calls requiredImprove Alexa response and add charger base for Echo dot in Amazon india to make it really portable. Irony is that IBox charger base is available in Amazon USA & UK, but not shipped to india"
Nilesh,5,India,04-11-2019,FALSE,0,Great Smart speaker.,Very good smart speaker. Kids just love it. Ensure that it is not in bedroom because we don't know if it continuously records what we say.Can control smart accessories via voice. I have successfully controlled wipro smart bulb and sonof dual channel wifi switch
Deepak,5,India,01-03-2020,FALSE,0,Love its Hinglish (English+Hindi) version. Must buy,"An absolutely house hold item at a fair price. Its intuitive, speech recognition is superb we use it for hindi and english and sometimes ‘Hinglish’ also :-), a big thanks to the Amazon team. Even while its placed in Drawing room and we call Alexa from bedroom, it has all the ears to us and plays our favourite songs flawlessly. Overall a best fit and a must have. I guess, more than 10 guests who visited us have purchased it on their own after enjoying its performance. Must buy!"
Amazon Customer,3,India,24-01-2022,FALSE,0,Great tech... normal speaker would have worked fine for someone like me though!,"My mother really likes it for me... the voice recognition needs optimization! i call japanese artist clearly but alexa who needs better hearing will play some trendy hindi songs instead, sometimes destroys the moodAll in all great but I prefer normal bluetooth speaker and control it from my phone no jhanjhat no disappointment."
Ankush Basack ,5,India,02-03-2021,FALSE,0,Best smart speaker,This is probably one of the best smart speaker that you can buy at this price range.Using this for 1 year and totally satisfied with it.Got a Wipro smart bulb and response of Alexa is amazing.Not portable as you have to connect and keep it in one place but voice recognition and sound quality is really good.
Shivam Verma,5,India,12-09-2019,FALSE,0,Very nice product buy have some pros n cons,"awesome product.....value for money....u can play any song, listen to news ,order food n many more..... but it doesn't work as your Bluetooth speaker as u can't play song from your mobile phones and u can't call directly unless the caller and the called person both have alexa installed"
Ambadi,4,India,21-10-2020,FALSE,0,NEED TO IMPROVE..........,Mind blowing purchase......😀😀😀😀Need to improve n skills....... I am a music lover from kerala.... So try to add more tracks from regional languages........ Otherwise try to link with youtube to get full range of songs from all lqnguages.....
Suresh,5,India,18-08-2021,FALSE,0,Value for Money,"Very Good. Kids in home liked it very much. sometimes facing issue in voice recognition. if movie name is common word in multiple languages, it is mixing the thing's up."
Santosh,1,India,23-02-2021,FALSE,1,Not durable,Bluetooth stopped working withing withing 1 month. Now its only linked with mobile thru app and all efforts to relink with mac or windows become futile
abhinav,5,India,26-07-2020,FALSE,0,Product is good but not best,Using from almost a year now . Perfectly fine in sound quality and voice recognition. I recommend this if you love listening music and to operate smart devices. But sadly it doesn't give proper answer if you ask general knowledge.
suman kaintura,2,India,01-01-2022,FALSE,0,Most OverHyped Product ever,Sound Quality is best for its price and can be used as only speaker but that's jut 1000Rs. expensive than Mi speakers or even JBL if brand value considered.connectivity and Voice recognition is worst amongst all even including Google speakers and apple one's.e.g. try Ishare tere by Guru Randhawa on this and some similar type of songs it will either play random songs or just english one's.
vimalan,4,India,18-10-2019,FALSE,0,Must buy in a loot offer,Purchased in a loot offer for 1229.. Awesome for d price I paid.. Not worth if yo pay more than one thousand five hundred... My kid njoyyinh with it... Setup was very very easy..njoyyinh with free led bulb.. Sound quality is average..bt connectivity is good... Using it with mobile WiFi.. working well...
Shivam Pokale,4,India,11-08-2020,FALSE,0,Oh trust me its worth every penny you spend.,Oh trust me its worth every penny. Just make sure that your are not paying too high. I bought it for 3499 before and realised that on sales its for 2000-2500.So i returned it and bought another one on sale for 2299 with a syska smart bulb.And 4 stars just cause it cant make PHONE CALLS and send SMSIts worth giving a try :)
Kajabhai Patel,5,India,02-03-2020,FALSE,1,Hello Alexa..,Awesome Device.1 Amazing Sounds Quality2 Great Performance3 Bluetooth Connectivity Fast4 Thanks a lot Amazon India5 Voice Control100% RecommendedHare Krishna
Anonymous,5,India,13-11-2021,FALSE,0,Perfect for small room,"Its perfect for a small room, recognize both hindi and english voice commands effectivelySound quality is goodGot this with wipro smart bulb and the combination works well"
atif ahmed,5,India,18-07-2019,FALSE,1,Connectivity in the car,Great productJust wanna add-Actually with the older variant we could connect it through the car charging port through usb and can enjoy the device in the car as well.. but with this dc power adapter it is not possible.. this is the only con regarding echo 3rd gen
Arun Gupta,4,India,10-09-2020,FALSE,1,A must have device in everyone's home,"Its artificial intelligence is awesome, recognise almost everything in English and Hindi language."
Sachin Tapikar,5,India,22-12-2018,FALSE,0,Kid or Grand parents.... Alexa makes their life happening....,Such a wonderful product specially for kids and senior citizens...My 6 YRS old daughter and 76 YRS old mother enjoy their choice of music at their convinience.... Also they stay 150km apart and always stay connected by just calling each others name....rest is done by alexa... Look forward for further drop in prices and make it affordable...
Amazon Customer,5,India,18-10-2019,FALSE,0,All time active divice to attend our needs.,"Excellent device. I found this device is boon for senior citizens like me. It is awesome for youth to enjoy unlimited skills, routines. Its doing wonderful job by voice, routines like light operation, play music in scheduled time. I am very impressed with its remote controlling. We can operate lights, music with mobile phone app."
Lhakpa Dhondup,5,India,31-07-2021,FALSE,0,"Buy it on Amazon sale,","The media could not be loaded.  Like every thing about it, make your home smart, and buy it on Amazon sale, the real prize on Amazon is 3600 rupee with smart bulb, but I buy it for 2500 rupee with smart bulb 💡"
Amazon Customer,4,India,24-11-2019,FALSE,0,Satisfied,"There are few problem in connectivity but sound quality is excellent if u love listing music echo dot is brilliant .Eco dot is a fantastic smart speaker but being a music lover i wanted one thing that is if alexa had a option from which we can create play list.In starting I have find issue that alex didn't able to recognize my voice but after sometime it was fixed. Now i am satisfied, i get in a fantastic product in great price....😍"
Mayank Joshi,5,India,11-01-2022,FALSE,0,Awesome product...,"Really a good product....I have attached my light, tv and speakers with it.....it works whenever I want to open or close anything just say to it ...... Now I don't have to search anything on youtube just say that song to alexa and it plays..... really happy with this product. Just one thing it doesn't work on battery. It should have battery support as well."
Ansar Hussain,2,India,09-08-2020,FALSE,0,Expected lot... substandard,"Face difficulty to recognise voice when device volume above 50%, sound quality average, device software sounds bad not value for money, have to improve lot in next level device updation. Google mini far better"
Divya K,5,India,23-01-2021,FALSE,0,My Newborn loves it,I got this for my newborn and she absolutely loves it... I play rhymes and movie songs and she dances to the rhythm... I also use as a white noise machine during nightI use the WIPRO smart bulb to keep it bright in daytime and completely dim during night which helps me to breastfeed and keep a watch on baby sleep. Thank you so much Amazon ... you are a blessing to me
Satish ,2,India,12-09-2020,FALSE,0,Sound quality and integration with other systems is very poor,"Likes:Ease of SetupEase of UseCollection RangeVoice REcognitionDislikes:Integration to other systems--I have Sonos but there is no Skill in India to control Sonos, same feature is available outside India. Wonder why it cannot be extend to IndiaSound Quality--There is lot of scope to improve sound quality, quality is very disturbing"
Mahesh kumawat,5,India,16-10-2018,FALSE,1,The new Echo Dot is the best compact smart speaker on the market .,Impressive full sound qualityInexpensive introduction to smart home controlAlexa smarter than everImproved aesthetic befitting modern home designBetter microphone sensitivity
Abhimanyu Bhattacharjee,1,India,15-08-2020,FALSE,1,Dont buy this #BinodBewafahai,My echo dot first one died in 2 months...the voice started to crack. Replacement died in over a year. Nothing great in the product. Speaker quality is below average. AVOID BUYING THIS IS #BINOD
Nithin,5,India,17-07-2020,FALSE,0,Makes Daily Tasks Easy!,It's been a month now. I'm totally satisfied with the product. I mostly use it for Home automation and for daily tasks like reminders and alarms. Works great! I'm totally surprised about the sensitivity of the built in microphone. It's really good. Alexa skill set has a wide range of possibilities. still exploring!! Go ahead buy it. You'll definitely not regret! Thanks Amazon.PS I also recommend you to buy the holder as well to make it look neat.
Ansel,5,India,31-07-2019,FALSE,0,Rich and Elegant,"Everyday I start with my dear Alexa, the look is very elegant and rich....sound quality is best for a small device....connectivity for all devices and network are best.. she amazes our guests all the time with new skills..."
KLV Prasad,1,India,18-07-2019,FALSE,2,Alexa is a Worst piece of ****,"It is one of the worst purchase I ever had... Alexa is not at all suitable for indian community, especially south indian... it is better to use google home or any other roadside AI bot..."
SARIT SINGH,5,India,21-08-2019,FALSE,0,Best Smart Home Device,"I bought both Echo Dot (3rd Gen) and Google Home Mini a month ago.The sound quality of Amazon Alexa Echo Dot (3rd Gen) is very good and the response also gives better than Google Home Mini.Google Home Mini requires fast internet while Amazon Alexa works well in slow internet connection as well.Where we give 3.5 stars to Google Home Mini, same will give five stars to Amazon Alexa."
